symbol,geneid,description,pvalue,padj,log2foldchange,stat,basemean,ingested_at,bronze_source_file,series_id,gb_acc
SLC9A6,10479.0,solute carrier family 9 member A6,0.82,0.932119,-0.0385711,-0.227732,229.04,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CCR5AS,102724297.0,CCR5 antisense RNA,0.82,0.932221,0.0676279,0.227542,47.38,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TRAV20,28663.0,T cell receptor alpha variable 20,0.82,0.932371,-0.059492,-0.227297,100.2,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
HBD,3045.0,hemoglobin subunit delta,0.82,0.932474,0.216357,0.227106,118.58,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC105374790,105374790.0,uncharacterized LOC105374790,0.821,0.932732,0.0913803,0.226461,9.44,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ARF5,381.0,ADP ribosylation factor 5,0.821,0.932732,-0.0305694,-0.226497,2935.44,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LINC00963,100506190.0,long intergenic non-protein coding RNA 963,0.821,0.932732,-0.066915,-0.226474,794.31,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LNX2,222484.0,ligand of numb-protein X 2,0.821,0.932732,-0.0436026,-0.226438,118.74,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MAPK3,5595.0,mitogen-activated protein kinase 3,0.821,0.932732,0.037062,0.22656,126.79,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LINC01023,100652853.0,long intergenic non-protein coding RNA 1023,0.821,0.932797,-0.0853598,-0.226284,34.67,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LINC02325,101929241.0,long intergenic non-protein coding RNA 2325,0.821,0.932797,-0.0917026,-0.22614,19.63,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PGP,283871.0,phosphoglycolate phosphatase,0.821,0.932797,-0.029531,-0.226177,1044.22,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SLC9B2,133308.0,solute carrier family 9 member B2,0.821,0.932805,0.0376981,0.226056,167.8,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC100132356,100132356.0,uncharacterized LOC100132356,0.821,0.932876,0.050971,0.225901,63.95,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PRPF38A,84950.0,pre-mRNA processing factor 38A,0.821,0.932946,-0.0363379,-0.225746,1129.09,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
XKR8,55113.0,XK related 8,0.822,0.933147,-0.0511745,-0.225078,954.74,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
BTN3A2,11118.0,butyrophilin subfamily 3 member A2,0.822,0.933147,-0.0549586,-0.22527,3118.71,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MYDGF,56005.0,myeloid derived growth factor,0.822,0.933147,-0.0475634,-0.225069,2722.81,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TRPC4AP,26133.0,transient receptor potential cation channel subfamily C member 4 associated protein,0.822,0.933147,-0.0235884,-0.225137,3331.79,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
DEPDC5,9681.0,"DEP domain containing 5, GATOR1 subcomplex subunit",0.822,0.933147,-0.0352512,-0.225384,279.98,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TSPO,706.0,translocator protein,0.822,0.933147,0.0453344,0.22534,9802.88,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC107984837,107984837.0,,0.822,0.933221,0.046609,0.224844,190.58,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CTCF,10664.0,CCCTC-binding factor,0.822,0.933221,0.0231867,0.224834,1159.19,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZFP41,286128.0,ZFP41 zinc finger protein,0.822,0.933295,-0.0462611,-0.224676,141.71,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
HARS1,3035.0,histidyl-tRNA synthetase 1,0.822,0.933449,0.0195364,0.224426,2018.43,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
EDF1,8721.0,endothelial differentiation related factor 1,0.823,0.933484,-0.0280613,-0.224237,2395.71,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LCTL,197021.0,lactase like,0.823,0.933484,-0.0775656,-0.22424,12.46,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
EIF2S2,8894.0,eukaryotic translation initiation factor 2 subunit beta,0.823,0.933575,0.028903,0.224059,563.13,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TRAV19,28664.0,T cell receptor alpha variable 19,0.823,0.933833,-0.0961411,-0.223691,51.67,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PIK3CD,5293.0,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",0.824,0.934064,-0.0347432,-0.222946,3476.63,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CD101-AS1,101929099.0,CD101 antisense RNA 1,0.824,0.934064,-0.0682998,-0.222911,102.34,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
DTNB,1838.0,dystrobrevin beta,0.823,0.934064,0.0346503,0.223159,241.91,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SPDYE8,728524.0,speedy/RINGO cell cycle regulator family member E8,0.824,0.934064,0.0748115,0.223017,10.14,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
BAIAP2L1,55971.0,BAR/IMD domain containing adaptor protein 2 like 1,0.823,0.934064,-0.103767,-0.223254,13.96,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SETDB2,83852.0,SET domain bifurcated histone lysine methyltransferase 2,0.824,0.934064,-0.0497475,-0.222962,140.7,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CNFN,84518.0,cornifelin,0.824,0.934064,-0.100172,-0.222904,12.06,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF700,90592.0,zinc finger protein 700,0.824,0.93407,0.0535892,0.222822,137.74,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
VPS29,51699.0,VPS29 retromer complex component,0.824,0.934141,0.0276692,0.222667,1605.4,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CENPQ,55166.0,centromere protein Q,0.824,0.934165,-0.0545418,-0.222534,51.99,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SMS,6611.0,spermine synthase,0.824,0.934165,-0.0285237,-0.222489,972.86,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
HNRNPR,10236.0,heterogeneous nuclear ribonucleoprotein R,0.824,0.934201,-0.0218521,-0.222223,2605.33,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
BOK,666.0,BCL2 family apoptosis regulator BOK,0.824,0.934201,-0.105574,-0.222372,67.33,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TRAF7,84231.0,TNF receptor associated factor 7,0.824,0.934201,-0.0347597,-0.222228,280.79,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PGPEP1,54858.0,pyroglutamyl-peptidase I,0.824,0.934263,0.036814,0.222078,162.74,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
DCAF1,9730.0,DDB1 and CUL4 associated factor 1,0.825,0.934346,-0.0314419,-0.221589,562.6,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
H4C11,8363.0,H4 clustered histone 11,0.825,0.934346,0.0699964,0.221577,43.45,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
POLR1HASP,80862.0,"POLR1H antisense, pseudogene",0.824,0.934346,0.0603389,0.221766,48.26,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MIR7113,102465669.0,microRNA 7113,0.825,0.934346,0.0536324,0.22166,53.49,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SNX6,58533.0,sorting nexin 6,0.825,0.934346,0.0276145,0.22161,1105.86,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RAD51L3-RFFL,100529207.0,RAD51L3-RFFL readthrough,0.825,0.934346,0.0314478,0.221533,265.69,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
S100A8,6279.0,S100 calcium binding protein A8,0.825,0.934527,0.0707,0.221253,21752.3,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MIR6748,102465448.0,microRNA 6748,0.825,0.934619,-0.0723167,-0.220998,11.67,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PCNX4,64430.0,pecanex 4,0.825,0.934619,-0.0333355,-0.221018,513.84,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF605,100289635.0,zinc finger protein 605,0.825,0.934736,0.0619819,0.220791,71.11,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RASAL2,9462.0,RAS protein activator like 2,0.825,0.934767,0.102519,0.220507,15.67,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PECR,55825.0,peroxisomal trans-2-enoyl-CoA reductase,0.825,0.934767,0.0361338,0.220564,204.91,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
XXYLT1,152002.0,xyloside xylosyltransferase 1,0.826,0.934767,0.0380131,0.220272,269.12,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC105374981,105374981.0,uncharacterized LOC105374981,0.826,0.934767,0.0694879,0.220317,26.41,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
AGBL3,340351.0,AGBL carboxypeptidase 3,0.826,0.934767,-0.0503929,-0.220197,76.73,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TRBJ2-4,28625.0,T cell receptor beta joining 2-4,0.825,0.934767,-0.0759301,-0.220618,78.4,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
KLC2,64837.0,kinesin light chain 2,0.826,0.934767,0.0462359,0.220399,134.54,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZBTB42,100128927.0,zinc finger and BTB domain containing 42,0.826,0.934767,-0.0782363,-0.220154,38.86,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CD101,9398.0,CD101 molecule,0.826,0.93481,0.0784319,0.219881,662.64,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PGGT1B,5229.0,protein geranylgeranyltransferase type I subunit beta,0.826,0.93481,0.0637559,0.219905,257.14,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF550,162972.0,zinc finger protein 550,0.826,0.93481,0.0523683,0.219886,368.37,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
H4C16,121504.0,H4 histone 16,0.826,0.934909,-0.0927484,-0.219693,20.09,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZBTB48,3104.0,zinc finger and BTB domain containing 48,0.827,0.935199,0.0250106,0.218853,837.27,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC105373428,105373428.0,uncharacterized LOC105373428,0.827,0.935199,-0.0661231,-0.218922,19.99,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
RASA4CP,401331.0,"RAS p21 protein activator 4C, pseudogene",0.827,0.935199,-0.0389555,-0.218888,181.63,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TMEM80,283232.0,transmembrane protein 80,0.827,0.935199,-0.0412341,-0.218926,752.42,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
OSGEP,55644.0,O-sialoglycoprotein endopeptidase,0.827,0.935199,0.0276646,0.219073,1566.51,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SERF2-C15ORF63,100529067.0,SERF2-C15orf63 readthrough,0.827,0.935199,0.0390309,0.218963,1905.86,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
NPIPA5,100288332.0,nuclear pore complex interacting protein family member A5,0.827,0.935199,-0.042553,-0.218763,57.32,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SIGLEC9,27180.0,sialic acid binding Ig like lectin 9,0.827,0.935199,0.0508467,0.218826,1581.04,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TRBV7-6,28592.0,T cell receptor beta variable 7-6,0.827,0.935423,0.0686929,0.218433,147.6,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
AASDH,132949.0,aminoadipate-semialdehyde dehydrogenase,0.827,0.935657,0.0428928,0.217943,149.09,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PDCD11,22984.0,programmed cell death 11,0.827,0.935657,0.0459388,0.218085,354.92,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
FKBP1A-SDCBP2,100528031.0,FKBP1A-SDCBP2 readthrough (NMD candidate),0.827,0.935657,0.0346668,0.218009,135.58,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
APOBR,55911.0,apolipoprotein B receptor,0.828,0.935736,-0.0353579,-0.217778,328.64,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TMEM154,201799.0,transmembrane protein 154,0.828,0.935782,0.0444027,0.217599,1144.29,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC107986845,107986845.0,uncharacterized LOC107986845,0.828,0.935782,0.0468882,0.217576,60.94,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
STPG1,90529.0,sperm tail PG-rich repeat containing 1,0.828,0.935834,0.0668511,0.217105,65.14,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
NOTCH2NLB,100996763.0,notch 2 N-terminal like B,0.828,0.935834,-0.0467043,-0.217241,924.08,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TLR3,7098.0,toll like receptor 3,0.828,0.935834,0.10996,0.217301,14.33,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MACIR,90355.0,macrophage immunometabolism regulator,0.828,0.935834,0.0591955,0.21687,72.43,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ARMC10,83787.0,armadillo repeat containing 10,0.828,0.935834,0.0322296,0.21684,491.71,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
FRG1JP,642236.0,"FSHD region gene 1 family member J, pseudogene",0.828,0.935834,0.0846797,0.21669,17.83,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SPA17,53340.0,sperm autoantigenic protein 17,0.828,0.935834,-0.104104,-0.217012,12.03,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ACVR1B,91.0,activin A receptor type 1B,0.828,0.935834,-0.0583055,-0.21681,58.49,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
KBTBD6,89890.0,kelch repeat and BTB domain containing 6,0.828,0.935834,-0.0561379,-0.216908,148.39,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TPSB2,64499.0,tryptase beta 2,0.828,0.935834,0.11281,0.216712,24.16,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TMC4,147798.0,transmembrane channel like 4,0.828,0.935834,0.0908814,0.217025,53.96,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MRTO4,51154.0,"MRT4 homolog, ribosome maturation factor",0.83,0.936309,-0.0372472,-0.214183,513.29,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
DHCR24,1718.0,24-dehydrocholesterol reductase,0.83,0.936309,-0.0478083,-0.214582,342.83,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ALDH9A1,223.0,aldehyde dehydrogenase 9 family member A1,0.83,0.936309,0.0359192,0.214788,1305.48,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LPGAT1,9926.0,lysophosphatidylglycerol acyltransferase 1,0.83,0.936309,-0.045586,-0.214062,373.34,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
WDR54,84058.0,WD repeat domain 54,0.829,0.936309,0.036216,0.215997,837.95,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ACTR1B,10120.0,actin related protein 1B,0.83,0.936309,-0.0325776,-0.214511,572.54,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TMIE,259236.0,transmembrane inner ear,0.831,0.936309,0.0745711,0.213751,21.48,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
GAK,2580.0,cyclin G associated kinase,0.83,0.936309,-0.0246679,-0.214161,2227.07,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PJA2,9867.0,praja ring finger ubiquitin ligase 2,0.83,0.936309,-0.0464192,-0.214061,980.44,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TICAM2-AS1,101927100.0,TICAM2 antisense RNA 1,0.831,0.936309,-0.065214,-0.213762,16.91,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LARS1,51520.0,leucyl-tRNA synthetase 1,0.831,0.936309,0.0329322,0.213968,1094.22,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC105377675,105377675.0,uncharacterized LOC105377675,0.831,0.936309,0.0675061,0.213877,24.93,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
WDR86,349136.0,WD repeat domain 86,0.831,0.936309,-0.0575106,-0.213739,107.04,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC105377782,105377782.0,uncharacterized LOC105377782,0.831,0.936309,-0.155129,-0.213747,39.26,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SPACA9,11092.0,sperm acrosome associated 9,0.83,0.936309,0.069149,0.214411,41.86,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SFTPD,6441.0,surfactant protein D,0.829,0.936309,-0.1043,-0.215455,23.9,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LIPA,3988.0,"lipase A, lysosomal acid type",0.83,0.936309,-0.0508814,-0.214228,2184.95,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC100130987,100130987.0,uncharacterized LOC100130987,0.83,0.936309,-0.0896354,-0.214789,11.24,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TMEM134,80194.0,transmembrane protein 134,0.831,0.936309,-0.0317832,-0.213807,1141.15,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC105369669,105369669.0,uncharacterized LOC105369669,0.83,0.936309,-0.0749701,-0.215199,19.75,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ERP27,121506.0,endoplasmic reticulum protein 27,0.83,0.936309,-0.0402207,-0.214799,151.37,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MIDEAS-AS1,100506476.0,MIDEAS antisense RNA 1,0.831,0.936309,0.111083,0.213671,33.13,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CHRFAM7A,89832.0,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion,0.83,0.936309,-0.134725,-0.214199,16.47,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
GDE1,51573.0,glycerophosphodiester phosphodiesterase 1,0.83,0.936309,-0.0296452,-0.214835,945.3,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
USP10,9100.0,ubiquitin specific peptidase 10,0.83,0.936309,0.0261681,0.214411,2119.72,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC107987254,107987254.0,,0.829,0.936309,-0.0858422,-0.21559,15.36,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
METTL2A,339175.0,"methyltransferase 2A, methylcytidine",0.83,0.936309,0.0281253,0.214352,145.19,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SMAD4,4089.0,SMAD family member 4,0.83,0.936309,-0.0402102,-0.21472,763.82,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF428,126299.0,zinc finger protein 428,0.83,0.936309,-0.0378028,-0.214729,92.34,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF525,170958.0,zinc finger protein 525,0.83,0.936309,0.0484344,0.214786,105.58,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SNORD12C,26765.0,"small nucleolar RNA, C/D box 12C",0.83,0.936309,0.0633263,0.214755,27.78,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TBC1D10A,83874.0,TBC1 domain family member 10A,0.831,0.936309,0.0269992,0.213693,1567.6,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC105373102,105373102.0,uncharacterized LOC105373102,0.83,0.936309,-0.0831685,-0.215334,16.9,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ZNF140,7699.0,zinc finger protein 140,0.831,0.936443,-0.0423894,-0.213443,322.85,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
HOXB2,3212.0,homeobox B2,0.831,0.936508,-0.0652723,-0.213219,206.33,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ND3,4537.0,NADH dehydrogenase subunit 3,0.831,0.936508,-0.0688312,-0.21325,448.52,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ANKRD35,148741.0,ankyrin repeat domain 35,0.831,0.936596,-0.102744,-0.213028,38.76,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SEC1P,653677.0,"secretory blood group 1, pseudogene",0.831,0.936596,0.0887861,0.212969,23.27,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC105371059,105371059.0,uncharacterized LOC105371059,0.831,0.936649,0.0418797,0.212833,51.75,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ABRAXAS1,84142.0,"abraxas 1, BRCA1 A complex subunit",0.832,0.936828,-0.0443636,-0.212555,218.8,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CARNS1,57571.0,carnosine synthase 1,0.832,0.937079,-0.050533,-0.212194,83.62,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ATP6V1A,523.0,ATPase H+ transporting V1 subunit A,0.832,0.937215,0.0461787,0.211964,1356.18,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SNX2,6643.0,sorting nexin 2,0.832,0.937394,-0.0334183,-0.211685,3746.34,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SLC66A3,130814.0,solute carrier family 66 member 3,0.833,0.937656,-0.0345435,-0.211312,1909.87,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MIR671,768213.0,microRNA 671,0.833,0.937798,0.0541003,0.211075,23.67,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
ATF6B,1388.0,activating transcription factor 6 beta,0.833,0.937802,0.0382011,0.210995,812.82,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
TUBA4B,80086.0,tubulin alpha 4b,0.833,0.937859,0.112276,0.210855,29.3,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SPAST,6683.0,spastin,0.833,0.937868,0.0419766,0.210667,130.43,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
GCNT2,2651.0,glucosaminyl (N-acetyl) transferase 2 (I blood group),0.833,0.937868,0.0768083,0.210681,57.1,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PDF,64146.0,"peptide deformylase, mitochondrial",0.833,0.937868,-0.0320523,-0.210619,203.69,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
SPINT1-AS1,102724362.0,SPINT1 antisense RNA 1,0.833,0.937881,0.0806667,0.210529,18.12,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
HERC6,55008.0,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,0.833,0.937884,0.0521214,0.210301,281.05,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
METTL2B,55798.0,"methyltransferase 2B, methylcytidine",0.833,0.937884,0.0288304,0.210315,158.06,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CCDC137,339230.0,coiled-coil domain containing 137,0.833,0.937884,-0.0269629,-0.210376,899.21,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
NBPF15,284565.0,NBPF member 15,0.834,0.93789,-0.0573781,-0.209431,339.38,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
PCCB,5096.0,propionyl-CoA carboxylase subunit beta,0.834,0.93789,0.0263822,0.210102,763.35,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
LOC728554,728554.0,THO complex 3 pseudogene,0.834,0.93789,-0.049047,-0.209989,553.12,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
MIR4658,100616439.0,microRNA 4658,0.834,0.93789,-0.0640133,-0.209421,15.79,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
GSTK1,373156.0,glutathione S-transferase kappa 1,0.834,0.93789,-0.0199282,-0.209401,6720.37,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
CNTRL,11064.0,centriolin,0.834,0.93789,-0.0294659,-0.209664,779.74,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
HRK,8739.0,"harakiri, BCL2 interacting protein",0.834,0.93789,-0.13485,-0.209468,25.45,2026-04-21T13:51:27.123139+00:00,bronze_GSE251849.csv,GSE251849,
