symbol,geneid,description,pvalue,padj,log2foldchange,stat,basemean,ingested_at,bronze_source_file,series_id,gb_acc,neg_log10_pvalue,dataset_id
GCK,2645,glucokinase,0.00115,0.0477478,-1.69634,-3.25096,24.91,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.321,NOS0001
DDIT3,1649,DNA damage inducible transcript 3,0.00115,0.0477478,-1.82575,-3.25126,1183.72,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.321,NOS0001
CCR10,2826,C-C motif chemokine receptor 10,0.00116,0.0478065,1.12149,3.24914,33.12,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.321,NOS0001
PPP1R2C,80316,PPP1R2C family member C,0.00115,0.0478065,-4.38331,-3.24983,29.33,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.321,NOS0001
DYNLT4,343521,dynein light chain Tctex-type 4,0.00118,0.0483069,-1.44216,-3.24291,168.46,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.316,NOS0001
H2BC21,8349,H2B clustered histone 21,0.00118,0.0483069,1.1305,3.24336,731.33,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.316,NOS0001
G0S2,50486,G0/G1 switch 2,0.00118,0.0483069,-3.26654,-3.24252,2157.66,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.316,NOS0001
KDM6B,23135,lysine demethylase 6B,0.00118,0.0483069,-2.35556,-3.24378,546.93,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.316,NOS0001
ARHGAP6,395,Rho GTPase activating protein 6,0.00118,0.0483069,1.60801,3.2439,38.13,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.316,NOS0001
IL1R1,3554,interleukin 1 receptor type 1,0.00122,0.0494192,-2.14036,-3.2342,47.34,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.306,NOS0001
TNFRSF21,27242,TNF receptor superfamily member 21,0.00124,0.0498376,-1.06401,-3.22928,122.84,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.302,NOS0001
ESAM,90952,endothelial cell adhesion molecule,0.00124,0.0498376,1.33222,3.22994,669.49,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.302,NOS0001
IGLV3-9,28804,immunoglobulin lambda variable 3-9,0.00125,0.0499152,1.64946,3.22726,81.25,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.302,NOS0001
ARID5A,10865,AT-rich interaction domain 5A,0.00126,0.049928,-1.7495,-3.2259,4971.87,2026-04-21T19:52:28.856995+00:00,bronze_GSE251849.csv,GSE251849,,1.302,NOS0001
